La Croisille;27190;48.990756697;0.9757475630000001
Ourches;26120;44.806417523;5.046262908
Crosville La Vieille;27110;49.152115036;0.9312228100000001
Pierrelongue;26170;44.249714464;5.214508226
Mesnils Sur Iton;27240;48.848498895;1.05233504
Les Pilles;26110;44.377931434;5.199316975
Mesnils Sur Iton;27240;48.848498895;1.05233504
Puy St Martin;26450;44.624084841;4.971704493
Mesnils Sur Iton;27240;48.848498895;1.05233504
Reauville;26230;44.451891585;4.839027935
Mesnils Sur Iton;27240;48.848498895;1.05233504
Recoubeau Jansac;26310;44.651876299;5.404157504
Daubeuf Pres Vatteville;27430;49.260180565;1.311265255
Rochebaudin;26160;44.575162488;5.030710176
Vexin Sur Epte;27510;49.180317892;1.58166927
Roche St Secret Beconne;26770;44.479724398;5.042735827
Vexin Sur Epte;27510;49.180317892;1.58166927
Romans Sur Isere;26100;45.054841799;5.038195502
Vexin Sur Epte;27630;49.180317892;1.58166927
Rottier;26470;44.478748442;5.41663258
Evreux;27000;49.019784589;1.141523589
Roussieux;26510;44.331901916;5.478820178
Evreux;27000;49.019784589;1.141523589
St Auban Sur L Ouveze;26170;44.297416586;5.429671336
Fains;27120;48.996930065;1.384719662
St Avit;26330;45.198998582;4.964669864
Fatouville Grestain;27210;49.413349004;0.332714377
St Barthelemy De Vals;26240;45.162643933;4.876926247
Le Favril;27230;49.182917298;0.5248634999999999
Ste Croix;26150;44.771387561;5.287867133
Fiquefleur Equainville;27210;49.398431362;0.31720206700000003
St Julien En Vercors;26420;45.056723763;5.446222161
Fleury Sur Andelle;27380;49.363933274;1.352269481
St Marcel Les Sauzet;26740;44.601033843;4.804865874
Fort Moville;27210;49.329350749;0.40225298800000003
St Pantaleon Les Vignes;26770;44.395782101;5.04208258
Gamaches En Vexin;27150;49.266634902;1.615776375
St Sauveur Gouvernet;26110;44.330389437;5.376554226
La Baronnie;27220;48.942556377;1.26376067
Sauzet;26740;44.589262115;4.825251309
Val D Orger;27440;49.341356551;1.388564813
Souspierre;26160;44.538637467;4.967476258
Le Bosc Du Theil;27370;49.215652674;0.8508141640000001
Taulignan;26770;44.458845645;4.978560557
Hardencourt Cocherel;27120;49.042220587;1.316534681
Teyssieres;26220;44.4575677;5.14297436
Hauville;27350;49.396867021;0.766740607
Les Tourrettes;26740;44.665379516;4.80190472
La Haye De Routot;27350;49.403420875;0.727598744
Upie;26120;44.79910558;4.980109562
La Haye Malherbe;27400;49.237363333;1.06574201
Valence;26000;44.922561335;4.913645994
La Haye St Sylvestre;27330;48.911209534;0.594088326
Vassieux En Vercors;26420;44.880572699;5.374045609
Hecourt;27120;48.987890006;1.428775803
Verclause;26510;44.395439824;5.407328738
Heubecourt Haricourt;27630;49.130163402;1.563983698
Veronne;26340;44.73641581;5.206938788
Les Hogues;27910;49.420672112;1.407485292
Volvent;26470;44.567806727;5.349604989
La Houssaye;27410;48.997704574;0.8006154860000001
Jaillans;26300;45.029350708;5.169666179
Illiers L Eveque;27770;48.825035449;1.259057914
Aigleville;27120;49.005828514;1.425966936
Irreville;27930;49.0983198;1.199521414
Ailly;27600;49.158098248;1.244404254
Letteguives;27910;49.421744849;1.327532865
Amfreville Les Champs;27380;49.312696905;1.321536936
Lisors;27440;49.358363224;1.473245512
Angerville La Campagne;27930;48.988819076;1.157414318
Livet Sur Authou;27800;49.229241552;0.654135918
Appeville Annebault;27290;49.322697439;0.650715441
Lorleau;27480;49.421271009;1.5045135699999999
Asnieres;27260;49.204918232;0.402272778
Malleville Sur Le Bec;27800;49.241826749;0.745185057
Le Val D Hazey;27940;49.170308197;1.315259202
Marcilly La Campagne;27320;48.827199082;1.187925943
Authou;27290;49.225779947;0.6973308570000001
Marcilly Sur Eure;27810;48.821534856;1.33307125
Bacqueville;27440;49.321840594;1.366874481
Martagny;27150;49.395330424;1.657336997
Barc;27170;49.079599373;0.824625668
Menneval;27300;49.101845945;0.622283702
Barneville Sur Seine;27310;49.384214168;0.8549794460000001
Mercey;27950;49.082836347;1.398541716
Barquet;27170;49.039591261;0.8538442730000001
Moisville;27320;48.84786477;1.165763374
Mesnil En Ouche;27330;48.984169237;0.663553111
Terres De Bord;27400;49.246860022;1.106684809
Le Bec Thomas;27370;49.238582539;0.9759444610000001
Morainville Jouveaux;27260;49.222893129;0.44321168
Bernay;27300;49.092558888;0.5890875680000001
Mouettes;27220;48.889511847;1.367546912
Les Monts Du Roumois;27520;49.27651548;0.835570424
Noards;27560;49.210565642;0.508832108
Boisney;27800;49.156289467;0.649420086
Nonancourt;27320;48.777898637;1.177121439
Flancourt Crescy En Roumois;27310;49.324109795;0.775105488
Notre Dame D Epine;27800;49.194928542;0.597876234
Flancourt Crescy En Roumois;27310;49.324109795;0.775105488
Le Noyer En Ouche;27410;49.006498693;0.762395413
Bosroumois;27670;49.289300303;0.9188751220000001
Le Val Dore;27190;48.946632777;0.99214952
Boulleville;27210;49.369923794;0.392535695
Pitres;27590;49.3309878;1.2176179999999999
Bouquelon;27500;49.398883182;0.491510019
Plasnes;27300;49.137602221;0.624511027
Bretagnolles;27220;48.946457123;1.341967285
Quittebeuf;27110;49.107203139;1.005961393
Breteuil;27160;48.82647523;0.8926102610000001
Radepont;27380;49.353362388;1.323504128
Broglie;27270;49.003647485;0.5257871270000001
L Abergement De Varey;1640;46.009605679;5.428087796
Renneville;27910;49.396431628;1.32625696
Brosville;27930;49.109877574;1.113647391
Amberieux En Dombes;1330;45.99616357;4.911967138
La Roquette;27700;49.260891696;1.344157473
Bueil;27730;48.934518036;1.444456125
Ambleon;1300;45.749886304;5.594584599
Rugles;27250;48.816122326;0.691434336
Burey;27190;48.991833713;0.944281443
Ambutrix;1500;45.936683389;5.332446671
St Andre De L Eure;27220;48.902671289;1.278621383
Cailly Sur Eure;27490;49.118966488;1.218718416
Andert Et Condon;1300;45.787194157;5.657799976
Treis Sants En Ouche;27300;49.059907621;0.62630643
Campigny;27500;49.31810408;0.561720867
Aranc;1110;46.001293319;5.510946399
St Aubin Sur Quillebeuf;27680;49.449152306;0.524546697
Chaignes;27120;49.013719699;1.4518136350000002
Arboys En Bugey;1300;45.712796712;5.64167722
St Cyr La Campagne;27370;49.250677583;1.020428463
Chamblac;27270;48.99262414;0.562909255
Arbigny;1190;46.477598582;4.960100975
St Denis D Augerons;27390;48.915510029000004;0.471420206
Champenard;27600;49.10703425;1.327757085
Armix;1510;45.854492231;5.583031315
St Denis Le Ferment;27140;49.322389877;1.7180711610000001
Champigny La Futelaye;27220;48.869182476;1.299960312
Attignat;1340;46.286061273;5.179817579
St Etienne Du Vauvray;27430;49.242421363;1.216168785
La Chapelle Hareng;27230;49.111081842;0.41768999700000004
Bage Le Chatel;1380;46.308270333;4.9298452820000005
St Julien De La Liegue;27600;49.140441058;1.286344423
Cheronvilliers;27250;48.792601974;0.7610173330000001
Valserhone;1200;46.124111549;5.796482369
St Marcel;27950;49.091572515;1.4391010020000001
Marbois;27160;48.88208544;0.965668297
Valromey Sur Seran;1260;45.918185011;5.6568848240000005
Le Lesme;27160;48.908432809;0.845422172
Marbois;27240;48.88208544;0.965668297
Benonces;1470;45.838144557;5.483119825
Le Lesme;27160;48.908432809;0.845422172
Colletot;27500;49.349598049;0.623986919
Bettant;1500;45.937720512;5.365979513
St Meslin Du Bosc;27370;49.216027505;0.878103112
Coudray;27150;49.343652488000004;1.4966923840000002
Billiat;1200;46.079406273;5.765548016
St Ouen Du Tilleul;27670;49.300810435;0.944919889
Courdemanche;27320;48.802398205;1.2769316370000001
Blyes;1150;45.847070433;5.251661374
St Pierre De Cernieres;27390;48.931294053;0.519534045
Crestot;27110;49.20469657;0.9693104760000001
Boissey;1380;46.373043501;4.998844748
St Pierre Du Val;27210;49.391009609;0.36627764500000004
Croisy Sur Eure;27120;49.026176045;1.342038115
Bressolles;1360;45.86942733;5.101495053
St Pierre Du Vauvray;27430;49.223182781;1.218118734
Mesnils Sur Iton;27240;48.848498895;1.05233504
Buellas;1310;46.210586509;5.145274303
St Symphorien;27500;49.310545877;0.455995152
Mesnils Sur Iton;27240;48.848498895;1.05233504
La Burbanche;1510;45.859942755;5.545817567
St Vincent Du Boulay;27230;49.100685327;0.48826821800000003
Mesnils Sur Iton;27240;48.848498895;1.05233504
Ceignes;1430;46.125618677;5.495155483
Sassey;27930;49.050006442;1.2236266310000001
Mesnils Sur Iton;27240;48.848498895;1.05233504
Chalamont;1320;46.007577226;5.169368719
Suzay;27420;49.270068424;1.51340835
Mesnils Sur Iton;27240;48.848498895;1.05233504
Champdor Corcelles;1110;46.028576252;5.5880089040000005
Le Theil Nolent;27230;49.153046173;0.534573151
Mesnils Sur Iton;27240;48.848498895;1.05233504
Champdor Corcelles;1110;46.028576252;5.5880089040000005
Thiberville;27230;49.13211117;0.44002919300000004
Daubeuf La Campagne;27110;49.188850701;1.030115008
Nivigne Et Suran;1250;46.283759087;5.426610623
Le Thil;27150;49.307305604;1.555318432
Droisy;27320;48.797716447;1.125754215
Chazey Bons;1300;45.800812797;5.673644385
Tilleul Dame Agnes;27170;49.006278506;0.8914797750000001
Ecardenville La Campagne;27170;49.124339557;0.8345185730000001
Chazey Sur Ain;1150;45.893242753;5.254787754
Le Tilleul Lambert;27110;49.081141483;0.931970845
Vexin Sur Epte;27510;49.180317892;1.58166927
Chevillard;1430;46.110541974;5.581393787
La Trinite De Thouberville;27310;49.365063056;0.8783977820000001
Vexin Sur Epte;27630;49.180317892;1.58166927
Chevroux;1190;46.382465302;4.96295233
Triqueville;27500;49.329721252;0.437612178
Etrepagny;27150;49.312237917;1.616227236
Collonges;1550;46.14254416;5.8997020110000005
La Vacherie;27400;49.123726202;1.13635104
Ezy Sur Eure;27530;48.871302766;1.411650117
Conand;1230;45.884053467;5.475347591
Vandrimare;27380;49.383026891;1.351107092
Fauville;27930;49.023880063;1.199195545
Crottet;1290;46.283058978;4.877612001
Vannecrocq;27210;49.30276303;0.42860242800000004
Feuguerolles;27110;49.132486888;1.034384045
Curtafond;1310;46.272845103;5.102586674
Vaux Sur Eure;27120;49.035395333;1.333757976
Fontaine Bellenger;27600;49.180674736;1.253030072
Dagneux;1120;45.853464731;5.072826764
Verneuil D Avre Et D Iton;27160;48.762299592;0.8876419940000001
Fresney;27220;48.947484576;1.306042611
Douvres;1500;45.984380884;5.371822689
Vernon;27200;49.087718544;1.48471443
Gasny;27620;49.101898508;1.5995746560000002
Echallon;1130;46.227375756;5.732820146
Vesly;27870;49.242730489;1.641642482
Glos Sur Risle;27290;49.272880078;0.684320663
Faramans;1800;45.910645635;5.124850948
Vezillon;27700;49.222223348;1.399247241
La Goulafriere;27390;48.947340808;0.43152089200000004
Flaxieu;1350;45.811163575;5.74361882
La Vieille Lyre;27330;48.926205647;0.751548419
Gravigny;27930;49.052057123;1.159934841
Genouilleux;1090;46.120504129;4.793274771
Villiers En Desoeuvre;27640;48.957596533;1.480284442
Grossoeuvre;27220;48.940422023;1.18687135
Hautecourt Romaneche;1250;46.161413177;5.429657892
Allonnes;28150;48.331871427;1.651907693
Le Bosc Du Theil;27370;49.215652674;0.8508141640000001
Haut Valromey;1260;46.047457905;5.687540901
Commune Nouvelle D Arrou;28290;48.099479686;1.133123004
Hebecourt;27150;49.3579025;1.722891061
Haut Valromey;1260;46.047457905;5.687540901
Auneau Bleury St Symphorien;28700;48.499642222;1.774108008
Hectomare;27110;49.192492209;0.944890125
Labalme;1450;46.093436165;5.49340661
Bailleau Armenonville;28320;48.526932725;1.647988328
Heubecourt Haricourt;27630;49.130163402;1.563983698
Lavours;1350;45.810937073;5.772831597
La Bazoche Gouet;28330;48.140192254;0.970751715
Heudebouville;27600;49.192430563;1.236824538
Leyment;1150;45.927266966;5.294538891
Bercheres St Germain;28300;48.534878113;1.468809372
Heudreville Sur Eure;27400;49.132547788;1.189269333
Surjoux Lhopital;1420;46.027652991;5.783270343
Bercheres Les Pierres;28630;48.373614382;1.5559487600000002
Illeville Sur Montfort;27290;49.31991774;0.7094817170000001
Magnieu;1300;45.778861375;5.722906834
Bercheres Sur Vesgre;28260;48.844020125;1.553118209
Juignettes;27250;48.847343907;0.6433932680000001
Mantenay Montlin;1560;46.430174586;5.106638908
Billancelles;28190;48.494447753;1.214067445
La Lande St Leger;27210;49.297401804;0.33534803900000004
Marboz;1851;46.343877245;5.24375592
Boissy En Drouais;28500;48.729173554;1.251582112
Launay;27470;49.10835782;0.7377586650000001
Mijoux;1410;46.361563083;6.008141903
Boisville La St Pere;28150;48.331721379;1.699934028
Louye;27650;48.796725313;1.319651219
Miribel;1700;45.844720633;4.940785036
La Bourdiniere St Loup;28360;48.316551446;1.4299703990000001
Lyons La Foret;27480;49.394006423;1.473126777
Le Montellier;1800;45.928791326;5.071383306
Boncourt;28260;48.846894524;1.463831389
Le Manoir;27460;49.317269512;1.199900666
Montluel;1120;45.88696826;5.006439066
Bonneval;28800;48.181215375;1.385487614
Melicourt;27390;48.91241108;0.50274638
Montmerle Sur Saone;1090;46.085349049;4.760480813
Broue;28410;48.75205736;1.524602421
Menesqueville;27850;49.357541512;1.406610874
Montreal La Cluse;1460;46.179368209;5.595171755
Chapelle Guillaume;28330;48.119243102;0.8932169440000001
Menilles;27120;49.038576447;1.3704659
Murs Et Gelignieux;1300;45.642252093;5.660672595
Chassant;28480;48.292082738;1.067964146
Merey;27640;48.958232997;1.392768932
Ornex;1210;46.277348698;6.094057682
Chateauneuf En Thymerais;28170;48.588691406;1.237725005
Miserey;27930;49.019515403;1.260885303
Oyonnax;1100;46.261174589;5.652522302
Cloyes Les Trois Rivieres;28220;48.000617158;1.290455048
Montreuil L Argille;27390;48.93944599;0.46797293500000003
Oyonnax;1100;46.261174589;5.652522302
Cloyes Les Trois Rivieres;28220;48.000617158;1.290455048
Morainville Jouveaux;27260;49.222893129;0.44321168
Perouges;1800;45.880954446;5.179578034
Corancez;28630;48.367379745;1.515130154
Morgny;27150;49.377675386;1.579251935
Peyriat;1430;46.149983094;5.505681228
Coulombs;28210;48.655870821;1.553384022
Nassandres Sur Risle;27550;49.14237939;0.714290167
Pollieu;1350;45.796850297;5.7482441
Crucey Villages;28270;48.668327968;1.106686824
Neaufles Auvergny;27250;48.874702476;0.744632052
Pont D Ain;1160;46.054298976;5.346959857
Dangers;28190;48.509560285;1.349992899
Le Neubourg;27110;49.148758312;0.8968444390000001
Port;1460;46.156073474;5.57575885
Ecrosnes;28320;48.553691043;1.733635658
Normanville;27930;49.072598855;1.161583866
Premillieu;1110;45.876640987;5.56447492
Epeautrolles;28120;48.312731519;1.3322374
Noyers;27720;49.245452915;1.67360756
Prevessin Moens;1280;46.258394588;6.072289047
Ermenonville La Grande;28120;48.335420563;1.380652553
Ormes;27190;49.05610759;0.955412298
Reyssouze;1190;46.428820389;4.913367601
Fontaine Simon;28240;48.508848484;0.992332516
Le Val Dore;27190;48.946632777;0.99214952
St Alban;1450;46.098069928;5.454852166
Fontenay Sur Eure;28630;48.405907231;1.422466453
Pinterville;27400;49.19178824;1.190741176
St Andre D Huiriat;1290;46.214063464;4.912995141
Fraze;28160;48.259814475;1.099172773
Pont Audemer;27500;49.345765639;0.521086602
Groslee St Benoit;1300;45.69767397;5.58124515
Gallardon;28320;48.533556977;1.688709887
Pont Authou;27290;49.243490751;0.70183924
St Etienne Du Bois;1370;46.274684341;5.283804909
Garancieres En Drouais;28500;48.702689198;1.283357594
Richeville;27420;49.257804315;1.537473815
St Etienne Sur Reyssouze;1190;46.403232881;5.005524226
Gouillons;28310;48.342453542;1.843396958
Romilly La Puthenaye;27170;49.013775971;0.8379887960000001
Ste Euphemie;1600;45.967185072;4.794836579
Goussainville;28410;48.780166176;1.5602132050000002
Rosay Sur Lieure;27790;49.37470505;1.428202926
St Genis Sur Menthon;1380;46.282127138;5.013710668
Intreville;28310;48.298048961;1.9355002520000002
St Benoit Des Ombres;27450;49.226325608;0.618593709
St Germain Sur Renon;1240;46.080092442;5.060333912
Janville En Beauce;28310;48.198765118;1.850345978
St Christophe Sur Avre;27820;48.698864451;0.805428223
St Jean De Thurigneux;1390;45.959964264;4.899447068
Luisant;28600;48.42324352;1.468588723
Le Vaudreuil;27100;49.260851349;1.197629648
St Jean Sur Veyle;1290;46.268413023;4.92282422
Magny;28120;48.344743694;1.270953616
St Denis Des Monts;27520;49.25633133;0.806450137
Ste Olive;1330;46.014041877;4.936006075
Maillebois;28170;48.632130902;1.14962977
St Didier Des Bois;27370;49.243003918;1.037802664
St Sorlin En Bugey;1150;45.88627813;5.376602824
Maisons;28700;48.404067367;1.8442020970000002
St Etienne Sous Bailleul;27920;49.115684401;1.405024493
Seillonnaz;1470;45.797149229;5.497658476
Mereglise;28120;48.293540623;1.184110865
Ste Genevieve Les Gasny;27620;49.081907847;1.570691834
Seyssel;1420;45.948191171;5.826182273
Moleans;28200;48.112873924;1.402246976
Le Mesnil St Jean;27560;49.219496742;0.562037462
Talissieu;1510;45.86344657;5.720504574
Montboissier;28800;48.229405835;1.410342824
St Germain De Pasquier;27370;49.241413202;0.9910734390000001
Vesancy;1170;46.36148508;6.084582259
Neron;28210;48.596344896;1.50335844
La Chapelle Longueville;27950;49.111491791;1.436306231
Vesines;1570;46.358983391;4.862419053
Pierres;28130;48.589048939;1.551706259
St Laurent Des Bois;27220;48.845757587;1.319748317
Villebois;1150;45.848455252;5.447387286
Pre St Evroult;28800;48.18789458;1.460443604
St Martin La Campagne;27930;49.065468177;1.07641831
Villieu Loyes Mollon;1800;45.932316137;5.229523775
Puiseux;28170;48.639039834;1.3684414550000001
St Martin St Firmin;27450;49.293701233;0.560147438
Virieu Le Grand;1510;45.846709605;5.639958553
Rouvray St Denis;28310;48.276797175;1.9420662100000001
Ste Marie D Attez;27160;48.802987584;0.9697895480000001
Virignin;1300;45.726775376;5.713059123
Rouvres;28260;48.832017574;1.480175306
St Paul De Fourques;27800;49.218119251;0.7947003330000001
Abbecourt;2300;49.599684482;3.176852327
Villemaury;28200;48.050255537;1.457282476
St Pierre De Bailleul;27920;49.126408501;1.383728814
Achery;2800;49.694004156;3.397491579
Saintigny;28480;48.348584976;1.001902493
St Pierre De Salerne;27800;49.205288821;0.6665577460000001
Andelain;2800;49.641183256;3.36941838
St Denis Lanneray;28200;48.07790464;1.244039143
St Pierre La Garenne;27600;49.147773527;1.391221258
Any Martin Rieux;2500;49.881643579;4.223934549
St Denis Lanneray;28200;48.07790464;1.244039143
St Simeon;27560;49.28525246;0.518367429
Artemps;2480;49.761601531;3.197375465
St Prest;28300;48.492076678;1.513386837
St Sylvestre De Cormeilles;27260;49.247221938;0.421016971
Attilly;2490;49.855348527;3.15428951
St Sauveur Marville;28170;48.604407309;1.285754671
St Vigor;27930;49.075108635;1.259842624
Aubigny Aux Kaisnes;2590;49.77240406;3.119507994
Sainville;28700;48.415502379;1.8815457260000001
Surtauville;27400;49.198800599;1.054439789
Bagneux;2290;49.459937203;3.279039827
Senantes;28210;48.656142491;1.584242319
Surville;27400;49.20101993;1.102576958
Barenton Sur Serre;2270;49.66784668;3.690732262
Theuville;28150;48.329260758;1.586409207
Thibouville;27800;49.140844526;0.803589325
Bazoches Et St Thibaut;2220;49.30645766;3.615341588
Toury;28310;48.195589778;1.9443731890000002
